From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (GO)	Gene Ontology IDs
Q14185	Q14185	reviewed	DOCK1_HUMAN	Dedicator of cytokinesis protein 1 (180 kDa protein downstream of CRK) (DOCK180)	DOCK1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; guanyl-nucleotide exchange factor complex [GO:0032045]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; SH3 domain binding [GO:0017124]; small GTPase binding [GO:0031267]; apoptotic process [GO:0006915]; cell migration [GO:0016477]; integrin-mediated signaling pathway [GO:0007229]; myoblast fusion [GO:0007520]; phagocytosis, engulfment [GO:0006911]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; regulation of postsynapse assembly [GO:0150052]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]	GO:0005085; GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0006911; GO:0006915; GO:0007165; GO:0007229; GO:0007264; GO:0007520; GO:0010634; GO:0016477; GO:0017124; GO:0031267; GO:0032045; GO:0098794; GO:0098978; GO:0150052; GO:1900026
Q96F81	Q96F81	reviewed	DISP1_HUMAN	Protein dispatched homolog 1	DISP1 DISPA	basolateral plasma membrane [GO:0016323]; membrane [GO:0016020]; molecular carrier activity [GO:0140104]; determination of left/right symmetry [GO:0007368]; diaphragm development [GO:0060539]; dorsal/ventral pattern formation [GO:0009953]; embryonic pattern specification [GO:0009880]; patched ligand maturation [GO:0007225]; peptide transport [GO:0015833]; regulation of protein secretion [GO:0050708]; smoothened signaling pathway [GO:0007224]	GO:0007224; GO:0007225; GO:0007368; GO:0009880; GO:0009953; GO:0015833; GO:0016020; GO:0016323; GO:0050708; GO:0060539; GO:0140104
P61158	P61158	reviewed	ARP3_HUMAN	Actin-related protein 3 (Actin-like protein 3)	ACTR3 ARP3	actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; brush border [GO:0005903]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; actin binding [GO:0003779]; ATP binding [GO:0005524]; structural constituent of cytoskeleton [GO:0005200]; actin polymerization-dependent cell motility [GO:0070358]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; asymmetric cell division [GO:0008356]; cellular response to type II interferon [GO:0071346]; cilium assembly [GO:0060271]; establishment or maintenance of cell polarity [GO:0007163]; meiotic chromosome movement towards spindle pole [GO:0016344]; meiotic cytokinesis [GO:0033206]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of transcription by RNA polymerase II [GO:0045944]; spindle localization [GO:0051653]	GO:0003779; GO:0005200; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005885; GO:0005903; GO:0005911; GO:0005925; GO:0007163; GO:0008356; GO:0010592; GO:0015629; GO:0016020; GO:0016344; GO:0030027; GO:0033206; GO:0034314; GO:0035861; GO:0045944; GO:0051653; GO:0060271; GO:0070062; GO:0070358; GO:0071346
Q9BW83	Q9BW83	reviewed	IFT27_HUMAN	Intraflagellar transport protein 27 homolog (Putative GTP-binding protein RAY-like) (Rab-like protein 4)	IFT27 RABL4 RAYL	centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intraciliary transport particle A [GO:0030991]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; nucleus [GO:0005634]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cilium assembly [GO:0060271]; cochlea development [GO:0090102]; inner ear receptor cell stereocilium organization [GO:0060122]; intracellular protein transport [GO:0006886]; intraciliary anterograde transport [GO:0035720]; intraciliary transport [GO:0042073]; kidney development [GO:0001822]; smoothened signaling pathway [GO:0007224]; spermatogenesis [GO:0007283]; vesicle-mediated transport [GO:0016192]	GO:0000139; GO:0001822; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005794; GO:0005813; GO:0005929; GO:0006886; GO:0007224; GO:0007283; GO:0016192; GO:0030991; GO:0030992; GO:0031514; GO:0035720; GO:0036126; GO:0042073; GO:0060122; GO:0060271; GO:0090102; GO:0097225; GO:0097228; GO:0097542
Q8WUY9	Q8WUY9	reviewed	DEP1B_HUMAN	DEP domain-containing protein 1B (HBV X-transactivated gene 8 protein) (HBV XAg-transactivated protein 8)	DEPDC1B XTP8	GTPase activator activity [GO:0005096]; cell migration [GO:0016477]; intracellular signal transduction [GO:0035556]; positive regulation of Wnt signaling pathway [GO:0030177]	GO:0005096; GO:0016477; GO:0030177; GO:0035556
P35637	P35637	reviewed	FUS_HUMAN	RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)	FUS TLS	GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; molecular condensate scaffold activity [GO:0140693]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]; amyloid fibril formation [GO:1990000]; membraneless organelle assembly [GO:0140694]; mRNA stabilization [GO:0048255]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; protein homooligomerization [GO:0051260]; regulation of DNA-templated transcription [GO:0006355]; regulation of RNA splicing [GO:0043484]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA splicing [GO:0008380]	GO:0003677; GO:0003682; GO:0003712; GO:0003713; GO:0003723; GO:0003730; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0008270; GO:0008380; GO:0042802; GO:0043484; GO:0048255; GO:0051260; GO:0098978; GO:0098982; GO:0099523; GO:0099524; GO:0140693; GO:0140694; GO:1905168; GO:1990000
Q13275	Q13275	reviewed	SEM3F_HUMAN	Semaphorin-3F (Sema III/F) (Semaphorin IV) (Sema IV)	SEMA3F	extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; chemorepellent activity [GO:0045499]; neuropilin binding [GO:0038191]; semaphorin receptor binding [GO:0030215]; axon extension involved in axon guidance [GO:0048846]; axon guidance [GO:0007411]; branchiomotor neuron axon guidance [GO:0021785]; facial nerve structural organization [GO:0021612]; negative chemotaxis [GO:0050919]; negative regulation of axon extension involved in axon guidance [GO:0048843]; nerve development [GO:0021675]; neural crest cell migration [GO:0001755]; neural crest cell migration involved in autonomic nervous system development [GO:1901166]; positive regulation of cell migration [GO:0030335]; regulation of postsynapse organization [GO:0099175]; semaphorin-plexin signaling pathway [GO:0071526]; sympathetic ganglion development [GO:0061549]; sympathetic neuron projection extension [GO:0097490]; sympathetic neuron projection guidance [GO:0097491]; trigeminal nerve structural organization [GO:0021637]; ventral trunk neural crest cell migration [GO:0036486]	GO:0001755; GO:0005615; GO:0005886; GO:0007411; GO:0021612; GO:0021637; GO:0021675; GO:0021785; GO:0030215; GO:0030335; GO:0036486; GO:0038191; GO:0045499; GO:0048843; GO:0048846; GO:0050919; GO:0061549; GO:0071526; GO:0097490; GO:0097491; GO:0098978; GO:0099175; GO:1901166
Q9BQP7	Q9BQP7	reviewed	MGME1_HUMAN	Mitochondrial genome maintenance exonuclease 1 (EC 3.1.-.-)	MGME1 C20orf72 DDK1	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 5'-flap endonuclease activity [GO:0017108]; single-stranded DNA 5'-3' DNA exonuclease activity [GO:0045145]; single-stranded DNA exodeoxyribonuclease activity [GO:0008297]; mitochondrial DNA repair [GO:0043504]; mitochondrial DNA replication [GO:0006264]	GO:0005739; GO:0005759; GO:0006264; GO:0008297; GO:0017108; GO:0043504; GO:0045145
Q9H6I2	Q9H6I2	reviewed	SOX17_HUMAN	Transcription factor SOX-17	SOX17	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; beta-catenin binding [GO:0008013]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription cis-regulatory region binding [GO:0000976]; angiogenesis [GO:0001525]; cardiac cell fate determination [GO:0060913]; cardiogenic plate morphogenesis [GO:0003142]; cell migration involved in gastrulation [GO:0042074]; cellular response to leukemia inhibitory factor [GO:1990830]; common bile duct development [GO:0061009]; embryonic foregut morphogenesis [GO:0048617]; embryonic heart tube development [GO:0035050]; embryonic heart tube morphogenesis [GO:0003143]; endocardial cell differentiation [GO:0060956]; endocardium formation [GO:0060214]; endoderm formation [GO:0001706]; endodermal cell fate determination [GO:0007493]; endodermal cell fate specification [GO:0001714]; endodermal digestive tract morphogenesis [GO:0061031]; gallbladder development [GO:0061010]; gene expression [GO:0010467]; heart development [GO:0007507]; heart formation [GO:0060914]; heart looping [GO:0001947]; inner cell mass cellular morphogenesis [GO:0001828]; metanephros development [GO:0001656]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell growth [GO:0030308]; outflow tract morphogenesis [GO:0003151]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of endodermal cell differentiation [GO:1903226]; positive regulation of gene expression [GO:0010628]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of stem cell differentiation [GO:2000738]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein destabilization [GO:0031648]; protein stabilization [GO:0050821]; regulation of cardiac cell fate specification [GO:2000043]; regulation of DNA-templated transcription [GO:0006355]; regulation of embryonic development [GO:0045995]; regulation of stem cell division [GO:2000035]; regulation of stem cell proliferation [GO:0072091]; regulation of transcription by RNA polymerase II [GO:0006357]; response to alkaloid [GO:0043279]; rostrocaudal neural tube patterning [GO:0021903]; signal transduction involved in regulation of gene expression [GO:0023019]; spermatogenesis [GO:0007283]; stem cell fate specification [GO:0048866]; ureter development [GO:0072189]; vasculogenesis [GO:0001570]; Wnt signaling pathway [GO:0016055]	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0001525; GO:0001570; GO:0001656; GO:0001706; GO:0001714; GO:0001828; GO:0001947; GO:0003142; GO:0003143; GO:0003151; GO:0005634; GO:0005654; GO:0005667; GO:0006355; GO:0006357; GO:0007283; GO:0007493; GO:0007507; GO:0008013; GO:0010467; GO:0010628; GO:0016055; GO:0021903; GO:0023019; GO:0030308; GO:0031648; GO:0035050; GO:0042074; GO:0043279; GO:0045732; GO:0045893; GO:0045944; GO:0045995; GO:0048617; GO:0048866; GO:0050821; GO:0060214; GO:0060913; GO:0060914; GO:0060956; GO:0061009; GO:0061010; GO:0061031; GO:0061629; GO:0072091; GO:0072189; GO:0090090; GO:1903226; GO:1990830; GO:2000035; GO:2000043; GO:2000738
Q8IXM2	Q8IXM2	reviewed	BAP18_HUMAN	BPTF-associated chromatin complex component 1 (BPTF-associated protein of 18 kDa) (Chromatin complexes subunit BAP18)	BACC1 BAP18 C17orf49	cytosol [GO:0005829]; MLL1 complex [GO:0071339]; nucleoplasm [GO:0005654]; NURF complex [GO:0016589]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; chromatin organization [GO:0006325]	GO:0003677; GO:0005654; GO:0005829; GO:0006325; GO:0016589; GO:0042802; GO:0071339
Q6P582	Q6P582	reviewed	MZT2A_HUMAN	Mitotic-spindle organizing protein 2A (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 2A)	MZT2A FAM128A MOZART2A	centrosome [GO:0005813]; cytosol [GO:0005829]; gamma-tubulin ring complex [GO:0000931]; nucleoplasm [GO:0005654]; spindle [GO:0005819]	GO:0000931; GO:0005654; GO:0005813; GO:0005819; GO:0005829
O75340	O75340	reviewed	PDCD6_HUMAN	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	PDCD6 ALG2	COPII vesicle coat [GO:0030127]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein dimerization activity [GO:0046983]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-macromolecule adaptor activity [GO:0030674]; protein-membrane adaptor activity [GO:0043495]; ubiquitin-like ligase-substrate adaptor activity [GO:1990756]; angiogenesis [GO:0001525]; apoptotic signaling pathway [GO:0097190]; cellular response to heat [GO:0034605]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of TOR signaling [GO:0032007]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; neural crest cell development [GO:0014032]; neural crest formation [GO:0014029]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic process [GO:0043065]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of protein monoubiquitination [GO:1902527]; response to calcium ion [GO:0051592]; vascular endothelial growth factor receptor-2 signaling pathway [GO:0036324]	GO:0000287; GO:0001525; GO:0001938; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005783; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0010595; GO:0014029; GO:0014032; GO:0030127; GO:0030674; GO:0030948; GO:0031410; GO:0031463; GO:0032007; GO:0034605; GO:0036324; GO:0042802; GO:0042803; GO:0043065; GO:0043495; GO:0045766; GO:0046982; GO:0046983; GO:0048208; GO:0048306; GO:0048471; GO:0051592; GO:0051898; GO:0070062; GO:0070971; GO:0097190; GO:1902527; GO:1990756
Q96PC5	Q96PC5	reviewed	MIA2_HUMAN	Melanoma inhibitory activity protein 2 (MIA protein 2) (CTAGE family member 5 ER export factor) (Cutaneous T-cell lymphoma-associated antigen 5) (Meningioma-expressed antigen 6/11)	MIA2 CTAGE5 MEA11 MEA6 MGEA11 MGEA6	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; cargo receptor activity [GO:0038024]; enzyme activator activity [GO:0008047]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; lipoprotein transport [GO:0042953]; protein exit from endoplasmic reticulum [GO:0032527]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein secretion [GO:0009306]; vesicle cargo loading [GO:0035459]	GO:0005783; GO:0005789; GO:0006888; GO:0008047; GO:0009306; GO:0016020; GO:0032527; GO:0035459; GO:0038024; GO:0042953; GO:0070971; GO:0070973
